trinotate.gene_id	trinotate.gene_ontology_BLASTP
LALB_v3.1_06163	GO:0005737, GO:0009611
LALB_v3.1_06037	GO:0015629, GO:0042995, GO:0005737, GO:0016459, GO:0031982, GO:0051015, GO:0005524, GO:0005085, GO:0000146, GO:0007015, GO:0006972, GO:0006971, GO:0031268, GO:0035020, GO:0030050
LALB_v3.1_06037	GO:0015629, GO:0042995, GO:0005737, GO:0016459, GO:0031982, GO:0051015, GO:0005524, GO:0005085, GO:0000146, GO:0007015, GO:0006972, GO:0006971, GO:0031268, GO:0035020, GO:0030050
LALB_v3.1_06100	GO:0000791, GO:0000792, GO:0005634, GO:0003682, GO:0140297, GO:0097100, GO:0003713, GO:0006338, GO:0000395, GO:0045944, GO:0009408, GO:0006979
LALB_v3.1_06100	GO:0000791, GO:0000792, GO:0005634, GO:0003682, GO:0140297, GO:0097100, GO:0003713, GO:0006338, GO:0000395, GO:0045944, GO:0009408, GO:0006979
LALB_v3.1_05758	GO:0005737, GO:0004809, GO:0000049, GO:0030488
LALB_v3.1_05817	.
LALB_v3.1_06089	.
LALB_v3.1_05858	GO:1904115, GO:0005938, GO:0005737, GO:0005868, GO:0005881, GO:0030286, GO:0045169, GO:0005794, GO:0000776, GO:0005875, GO:0061803, GO:1990904, GO:0005524, GO:0016887, GO:0045505, GO:0051959, GO:0003777, GO:0008569, GO:0008088, GO:0007298, GO:0007349, GO:0007098, GO:0051642, GO:0040003, GO:0007282, GO:0031122, GO:0048813, GO:0045198, GO:0051683, GO:0040001, GO:0045197, GO:0045478, GO:0048134, GO:0007294, GO:0008298, GO:0006886, GO:0035149, GO:0051237, GO:0035011, GO:0007018, GO:0048311, GO:0000278, GO:0007052, GO:0016319, GO:0007405, GO:0007097, GO:0007312, GO:0048477, GO:0030723, GO:0007279, GO:0046604, GO:1904801, GO:0034501, GO:0030071, GO:0008090, GO:0098958, GO:0050658, GO:0007051, GO:0034063
LALB_v3.1_05858	GO:1904115, GO:0005938, GO:0005737, GO:0005868, GO:0005881, GO:0030286, GO:0045169, GO:0005794, GO:0000776, GO:0005875, GO:0061803, GO:1990904, GO:0005524, GO:0016887, GO:0045505, GO:0051959, GO:0003777, GO:0008569, GO:0008088, GO:0007298, GO:0007349, GO:0007098, GO:0051642, GO:0040003, GO:0007282, GO:0031122, GO:0048813, GO:0045198, GO:0051683, GO:0040001, GO:0045197, GO:0045478, GO:0048134, GO:0007294, GO:0008298, GO:0006886, GO:0035149, GO:0051237, GO:0035011, GO:0007018, GO:0048311, GO:0000278, GO:0007052, GO:0016319, GO:0007405, GO:0007097, GO:0007312, GO:0048477, GO:0030723, GO:0007279, GO:0046604, GO:1904801, GO:0034501, GO:0030071, GO:0008090, GO:0098958, GO:0050658, GO:0007051, GO:0034063
LALB_v3.1_05858	GO:1904115, GO:0005938, GO:0005737, GO:0005868, GO:0005881, GO:0030286, GO:0045169, GO:0005794, GO:0000776, GO:0005875, GO:0061803, GO:1990904, GO:0005524, GO:0016887, GO:0045505, GO:0051959, GO:0003777, GO:0008569, GO:0008088, GO:0007298, GO:0007349, GO:0007098, GO:0051642, GO:0040003, GO:0007282, GO:0031122, GO:0048813, GO:0045198, GO:0051683, GO:0040001, GO:0045197, GO:0045478, GO:0048134, GO:0007294, GO:0008298, GO:0006886, GO:0035149, GO:0051237, GO:0035011, GO:0007018, GO:0048311, GO:0000278, GO:0007052, GO:0016319, GO:0007405, GO:0007097, GO:0007312, GO:0048477, GO:0030723, GO:0007279, GO:0046604, GO:1904801, GO:0034501, GO:0030071, GO:0008090, GO:0098958, GO:0050658, GO:0007051, GO:0034063
LALB_v3.1_05959	GO:0005634, GO:0003677
LALB_v3.1_05784	GO:0005737, GO:0005874, GO:0005730, GO:0005634, GO:0005700, GO:0005819, GO:0051301, GO:0051321, GO:0006997, GO:0051225
LALB_v3.1_05784	GO:0005737, GO:0005874, GO:0005730, GO:0005634, GO:0005700, GO:0005819, GO:0051301, GO:0051321, GO:0006997, GO:0051225
LALB_v3.1_06116	GO:0005829, GO:0005789, GO:0005886, GO:0032991, GO:0008047, GO:0030234, GO:0005096, GO:0031267, GO:0097051, GO:0006886, GO:2000786, GO:1903373, GO:1903061, GO:0043087
LALB_v3.1_06032	.
LALB_v3.1_06256	GO:0005737, GO:0005634, GO:0004407, GO:0042826, GO:0042800, GO:0046872, GO:0061371, GO:0007507, GO:0001947, GO:0003007, GO:0032259
LALB_v3.1_05924	.
LALB_v3.1_06028	.
LALB_v3.1_05935	GO:0031012, GO:0005576, GO:0005614, GO:0042802, GO:0002020, GO:0006915, GO:0002064, GO:0030198, GO:0070285, GO:0043065
LALB_v3.1_05935	GO:0031012, GO:0005576, GO:0005614, GO:0042802, GO:0002020, GO:0006915, GO:0002064, GO:0030198, GO:0070285, GO:0043065
LALB_v3.1_05812	GO:0005794, GO:0016020, GO:0033207, GO:0008378, GO:0046872, GO:0033842, GO:0005975, GO:0006688, GO:0045747, GO:0006486, GO:0009636
LALB_v3.1_06284	GO:0005789, GO:0000139, GO:0031965, GO:0005096, GO:0031267, GO:0001675, GO:0090110, GO:0006888, GO:0007030, GO:0070309, GO:0034389, GO:0044829, GO:0046726, GO:1902953, GO:0072520, GO:0019068
LALB_v3.1_06284	GO:0005783, GO:0005789, GO:0033116, GO:0000139, GO:0031965, GO:0005096, GO:0031267, GO:0001675, GO:0090110, GO:0006888, GO:0007030, GO:0070309, GO:0034389, GO:0044829, GO:0046726, GO:1902953, GO:0043547, GO:0072520, GO:0019068
LALB_v3.1_06026	GO:0030122, GO:0030424, GO:0044306, GO:0005654, GO:0005634, GO:0008021
LALB_v3.1_06026	GO:0030122, GO:0030424, GO:0044306, GO:0005654, GO:0005634, GO:0008021
LALB_v3.1_05903	GO:0005886, GO:0044736, GO:0015280, GO:0005261, GO:0071467, GO:0070207, GO:0035725
LALB_v3.1_05903	GO:0005886, GO:0044736, GO:0015280, GO:0005261, GO:0071467, GO:0070207, GO:0035725
LALB_v3.1_06152	GO:0005737, GO:0005829, GO:0070062, GO:0005634, GO:0004177, GO:0070006, GO:0042277, GO:0008270, GO:0071456, GO:0043171, GO:1903955, GO:0000209, GO:0006508
LALB_v3.1_06152	GO:0005737, GO:0005829, GO:0070062, GO:0005634, GO:0004177, GO:0070006, GO:0042277, GO:0008270, GO:0071456, GO:0043171, GO:1903955, GO:0000209, GO:0006508
LALB_v3.1_05961	GO:0005783, GO:0005789, GO:0016020, GO:0005886, GO:0097225
LALB_v3.1_05961	GO:0005783, GO:0005789, GO:0016020, GO:0005886, GO:0097225
LALB_v3.1_05960	GO:0150053, GO:0005886, GO:0002116, GO:0017154, GO:0021960, GO:0007411, GO:0021785, GO:0021793, GO:0021602, GO:0035050, GO:0021610, GO:0021612, GO:0021615, GO:0099558, GO:0008045, GO:0007162, GO:0007399, GO:0048812, GO:0050772, GO:0021784, GO:0048841, GO:0030334, GO:0008360, GO:0050923, GO:0071526, GO:1902287, GO:0048485, GO:0097492, GO:0021636, GO:0021637, GO:0021644
LALB_v3.1_06258	.
LALB_v3.1_06258	.
LALB_v3.1_06217	GO:0005777, GO:0008076, GO:0005509, GO:0005267, GO:0015459, GO:1901379
LALB_v3.1_06217	GO:0005737, GO:0009898, GO:0030425, GO:0005886, GO:0008076, GO:0005509, GO:0005267, GO:0015459, GO:0044325, GO:1901379
LALB_v3.1_06185	GO:0000785, GO:0005829, GO:0005634, GO:0009536, GO:0003682, GO:0005085, GO:0042802, GO:0009881, GO:0042803, GO:0009649, GO:0009411, GO:0010224
LALB_v3.1_06238	.
LALB_v3.1_06128	.
LALB_v3.1_05993	GO:0005739, GO:0003677, GO:0003723, GO:0000179
LALB_v3.1_06222	GO:0012505, GO:0005789, GO:0044233, GO:0015036, GO:0003756, GO:0015035, GO:0090331, GO:1904294, GO:0051924, GO:0034976
LALB_v3.1_06132	GO:0005912, GO:0005923, GO:0030054, GO:0071944, GO:0042995, GO:0005911, GO:0005737, GO:0016020, GO:0005730, GO:0005654, GO:0005634, GO:0005886, GO:0051393, GO:0005524, GO:0022409, GO:0007165
LALB_v3.1_06132	GO:0005912, GO:0005923, GO:0030054, GO:0071944, GO:0042995, GO:0005911, GO:0005737, GO:0016020, GO:0005730, GO:0005654, GO:0005634, GO:0005886, GO:0051393, GO:0005524, GO:0022409, GO:0007165
LALB_v3.1_06132	GO:0005912, GO:0005923, GO:0030054, GO:0071944, GO:0042995, GO:0005911, GO:0005737, GO:0016020, GO:0005730, GO:0005654, GO:0005634, GO:0005886, GO:0051393, GO:0005524, GO:0022409, GO:0007165
LALB_v3.1_06132	GO:0005912, GO:0005923, GO:0030054, GO:0071944, GO:0042995, GO:0005911, GO:0005737, GO:0016020, GO:0005730, GO:0005654, GO:0005634, GO:0005886, GO:0051393, GO:0005524, GO:0022409, GO:0007165
LALB_v3.1_06132	GO:0005912, GO:0005923, GO:0030054, GO:0071944, GO:0042995, GO:0005911, GO:0005737, GO:0016020, GO:0005730, GO:0005654, GO:0005634, GO:0005886, GO:0051393, GO:0005524, GO:0022409, GO:0007165
LALB_v3.1_06243	GO:0005737, GO:0005634, GO:0000981, GO:0046983, GO:0000978, GO:0030154, GO:0016204, GO:0007526, GO:0007517, GO:0045663, GO:0006357
LALB_v3.1_05955	GO:0030136, GO:0030665, GO:0005737, GO:0098978, GO:0005794, GO:0043231, GO:0005634, GO:0005886, GO:0098794, GO:0045211, GO:0098793, GO:0042734, GO:0098685, GO:0051015, GO:0035612, GO:0035615, GO:0030276, GO:0032051, GO:0035091, GO:0043325, GO:0080025, GO:0032266, GO:0046982, GO:0042803, GO:0007015, GO:0006915, GO:0097190, GO:0030154, GO:0048268, GO:0006897, GO:0045742, GO:2000588, GO:0048260, GO:0099171, GO:0050821, GO:0042981, GO:0099149
LALB_v3.1_06271	GO:0005813, GO:0062023, GO:0001527, GO:0005654, GO:0005634, GO:0071005, GO:0005684, GO:0000398
LALB_v3.1_06270	GO:0005737, GO:0005634, GO:0016442, GO:0070578, GO:0005524, GO:0004530, GO:0004386, GO:0046872, GO:0070883, GO:0004525, GO:0003723, GO:0006309, GO:1904888, GO:0098795, GO:0031507, GO:0030318, GO:0035196, GO:0035279, GO:0035195, GO:0014032, GO:0031054, GO:0050767, GO:0030422, GO:0021591
LALB_v3.1_06085	GO:0000164, GO:2001069, GO:0008157, GO:0005979
LALB_v3.1_06085	GO:0000164, GO:2001069, GO:0008157, GO:0005979
LALB_v3.1_06126	GO:0030425, GO:0043204, GO:0005886, GO:0045202, GO:0008076, GO:0005250, GO:0005249, GO:0008306, GO:0007268, GO:0071805, GO:0006813, GO:0051260
LALB_v3.1_06126	GO:0030425, GO:0043204, GO:0005886, GO:0045202, GO:0008076, GO:0005250, GO:0005249, GO:0008306, GO:0007268, GO:0071805, GO:0006813, GO:0051260
LALB_v3.1_06126	GO:0030425, GO:0043204, GO:0005886, GO:0045202, GO:0008076, GO:0005250, GO:0005249, GO:0008306, GO:0007268, GO:0071805, GO:0006813, GO:0051260
LALB_v3.1_06052	GO:0005737, GO:0005730, GO:0043023, GO:0003743, GO:0042256, GO:0042273
LALB_v3.1_06236	GO:0030424, GO:0005829, GO:0031045, GO:0032009, GO:0070062, GO:0098686, GO:0005765, GO:0005764, GO:0005778, GO:0005777, GO:0030670, GO:0005886, GO:0042734, GO:0045202, GO:0008021, GO:0030672, GO:0005509, GO:0005544, GO:0005516, GO:0030276, GO:0005546, GO:0001786, GO:0000149, GO:0019905, GO:1990927, GO:0048791, GO:0071277, GO:0006909, GO:0090385, GO:0001778, GO:0045956, GO:0046850, GO:0017158, GO:0014059, GO:0070092, GO:0050796, GO:0050764, GO:1900242, GO:1990926, GO:0036465, GO:0006906, GO:0090119
LALB_v3.1_06236	GO:0030424, GO:0005829, GO:0031045, GO:0032009, GO:0070062, GO:0098686, GO:0005765, GO:0005764, GO:0005778, GO:0005777, GO:0030670, GO:0005886, GO:0042734, GO:0045202, GO:0008021, GO:0030672, GO:0005509, GO:0005544, GO:0005516, GO:0030276, GO:0005546, GO:0001786, GO:0000149, GO:0019905, GO:1990927, GO:0048791, GO:0071277, GO:0006909, GO:0090385, GO:0001778, GO:0045956, GO:0046850, GO:0017158, GO:0014059, GO:0070092, GO:0050796, GO:0050764, GO:1900242, GO:1990926, GO:0036465, GO:0006906, GO:0090119
LALB_v3.1_05827	.
LALB_v3.1_05827	.
LALB_v3.1_05982	GO:0005813, GO:0005829, GO:0005794, GO:0031415, GO:0005654, GO:0004596, GO:1990190, GO:1990189
LALB_v3.1_05914	GO:0005789, GO:0005746, GO:0005739, GO:0160064, GO:0097250, GO:0160063
LALB_v3.1_05838	GO:0000110, GO:0005634, GO:0003684, GO:0046872, GO:0006284, GO:0006289, GO:1901255, GO:0000715, GO:0070914
LALB_v3.1_06190	GO:0005615, GO:0005125, GO:0005109, GO:0005102, GO:0009887, GO:0060346, GO:0060070, GO:0045165, GO:0008283, GO:0007267, GO:0071320, GO:0071407, GO:0071310, GO:0071374, GO:0002062, GO:0030855, GO:0045444, GO:0061196, GO:0000086, GO:0071425, GO:0006629, GO:0048627, GO:0014835, GO:0120163, GO:0050680, GO:0045599, GO:0000122, GO:0030182, GO:0001649, GO:0043065, GO:0030501, GO:0090263, GO:0030858, GO:0010971, GO:1902035, GO:0045778, GO:0045669, GO:0045899, GO:0045582, GO:0051885, GO:0045944, GO:0050821, GO:0051726, GO:0045598, GO:0032434, GO:0051246, GO:0048641, GO:0006357, GO:0050909, GO:0007165, GO:0048741, GO:0043403, GO:0007224, GO:0030217, GO:0006366, GO:0016055
LALB_v3.1_06191	GO:0009986, GO:0005788, GO:0031012, GO:0005615, GO:0005125, GO:0005109, GO:0005102, GO:0009887, GO:0009798, GO:0001658, GO:0060070, GO:0045165, GO:0007267, GO:0060684, GO:0072080, GO:0072079, GO:0030182, GO:0042475, GO:0045893, GO:0010628, GO:0070172, GO:0007165, GO:0016055
LALB_v3.1_05939	GO:0005814, GO:0005813, GO:0036064, GO:0005829, GO:0044782
LALB_v3.1_05939	GO:0005814, GO:0005813, GO:0036064, GO:0005829, GO:0044782
LALB_v3.1_05743	GO:0140284, GO:0031902, GO:0015485, GO:0030301, GO:0006694, GO:0099044
LALB_v3.1_05843	GO:0005777, GO:0008609, GO:0071949, GO:0008611, GO:0008610
LALB_v3.1_05987	GO:0015030, GO:0005829, GO:0016607, GO:0005654, GO:0005634, GO:0032991, GO:0071005, GO:0046540, GO:0042802, GO:0000398, GO:0000244
LALB_v3.1_05822	GO:0005753, GO:0000276, GO:0005739, GO:0042776, GO:1902600
LALB_v3.1_05738	GO:0005576, GO:0043025, GO:0005886, GO:0046872, GO:0004598, GO:0007619, GO:0006518, GO:0044719
LALB_v3.1_05738	GO:0005576, GO:0043025, GO:0005886, GO:0046872, GO:0004598, GO:0007619, GO:0006518, GO:0044719
LALB_v3.1_05738	GO:0005576, GO:0043025, GO:0005886, GO:0046872, GO:0004598, GO:0007619, GO:0006518, GO:0044719
LALB_v3.1_06057	GO:0000139, GO:0034702, GO:0034220, GO:0015031
LALB_v3.1_06018	GO:0005604, GO:0005576, GO:0009887, GO:0070831, GO:0071711, GO:0033627, GO:0061031, GO:0085029, GO:0007494, GO:0007435, GO:0034446, GO:0009888
LALB_v3.1_06189	GO:0005737, GO:0016027, GO:0042385, GO:0005634, GO:0016028, GO:0033583, GO:0003779, GO:0005524, GO:0005516, GO:0000146, GO:0035091, GO:0106310, GO:0004674, GO:0016062, GO:0007010, GO:0016059, GO:0033227, GO:0006886, GO:0016310, GO:0045494, GO:0007602, GO:0007604, GO:0007603, GO:0008104, GO:1990146, GO:0030832, GO:0009416, GO:0007601
LALB_v3.1_06189	GO:0005737, GO:0016027, GO:0042385, GO:0005634, GO:0016028, GO:0033583, GO:0003779, GO:0005524, GO:0005516, GO:0000146, GO:0035091, GO:0106310, GO:0004674, GO:0016062, GO:0007010, GO:0016059, GO:0033227, GO:0006886, GO:0016310, GO:0045494, GO:0007602, GO:0007604, GO:0007603, GO:0008104, GO:1990146, GO:0030832, GO:0009416, GO:0007601
LALB_v3.1_05871	GO:0016324, GO:0016327, GO:0005739, GO:0005886, GO:0045296, GO:0005509, GO:0016339, GO:0098609, GO:0044331, GO:0045317, GO:0048105, GO:0001737, GO:0042067, GO:0001736, GO:0007164, GO:0016336, GO:0007157, GO:0007156, GO:0007446, GO:0007447, GO:0007476, GO:0090176, GO:0008285, GO:0010629, GO:0045926, GO:0045571, GO:0046621, GO:0043065, GO:0035332, GO:0090251, GO:0035209, GO:0090175, GO:0040008, GO:0045570, GO:0032880, GO:0035159, GO:0009888, GO:0035220
LALB_v3.1_06016	.
LALB_v3.1_05870	GO:0005730, GO:0032040, GO:0000480, GO:0000447, GO:0042274
LALB_v3.1_05736	.
LALB_v3.1_05770	GO:0005912, GO:0045177, GO:0005938, GO:0030426, GO:0030027, GO:0005634, GO:0005886, GO:0016028, GO:0045202, GO:0003925, GO:0005525, GO:0032794, GO:0019901, GO:0030041, GO:0048675, GO:0035147, GO:0030031, GO:0030866, GO:0048813, GO:0046843, GO:0007391, GO:0045200, GO:0051601, GO:0035099, GO:0035318, GO:0030011, GO:0045185, GO:0035011, GO:0008045, GO:0097206, GO:0007274, GO:0016318, GO:0006909, GO:0051491, GO:0046330, GO:0010592, GO:0045860, GO:0090303, GO:0072659, GO:0030833, GO:0050770, GO:0008360, GO:0046928, GO:0008582, GO:0007266, GO:0050975, GO:0007286, GO:0048010, GO:0042060
LALB_v3.1_06001	GO:0005829, GO:0043231, GO:0005654, GO:0005634, GO:0003723, GO:0003697, GO:0050699, GO:0006397, GO:0008380, GO:0006364
LALB_v3.1_05836	GO:0099078, GO:0005765
LALB_v3.1_06063	GO:0005829, GO:0004045, GO:0006412
LALB_v3.1_06227	GO:0005634, GO:0005524, GO:0061654, GO:0019788, GO:0045879, GO:0061059, GO:0036211, GO:0045116
LALB_v3.1_06137	GO:0005737, GO:0005085, GO:0035556, GO:0035025
LALB_v3.1_06000	.
LALB_v3.1_06000	.
LALB_v3.1_05771	.
LALB_v3.1_06069	.
LALB_v3.1_05905	GO:0097729, GO:0001669, GO:0031514, GO:0001534, GO:0036126, GO:0060271, GO:0030317, GO:0007618, GO:0007224
LALB_v3.1_05764	GO:0005750, GO:0006122
LALB_v3.1_05872	.
LALB_v3.1_06183	.
LALB_v3.1_05772	GO:0016323, GO:0005886, GO:0005308, GO:0015292, GO:0015881, GO:0046449
LALB_v3.1_05864	GO:0032281, GO:0005783, GO:0005789, GO:0098978, GO:0016020, GO:0008374, GO:1990698, GO:0017147, GO:0009100, GO:0030258, GO:0006497, GO:0045234, GO:0099072, GO:0061355, GO:0016055
LALB_v3.1_05946	.
LALB_v3.1_06002	GO:0005737, GO:0005829, GO:0005730, GO:0005654, GO:0005634, GO:0045202, GO:0003726, GO:0003725, GO:0042802, GO:0046872, GO:0003729, GO:0003723, GO:0008251, GO:0006382, GO:0016553, GO:0051607, GO:0021610, GO:0021618, GO:0045087, GO:0060384, GO:0061744, GO:0097049, GO:0006397, GO:0035264, GO:0060415, GO:0030336, GO:0008285, GO:0044387, GO:0050884, GO:0007274, GO:0045070, GO:0051726, GO:0006396, GO:0021965
LALB_v3.1_05849	.
LALB_v3.1_06277	GO:0030424, GO:0005737, GO:0032473, GO:0005829, GO:0030425, GO:0031315, GO:0005739, GO:0043025, GO:0043186, GO:0045202, GO:0070725, GO:0032574, GO:0005524, GO:0016887, GO:0034584, GO:0003723, GO:0003724, GO:0046843, GO:0000578, GO:0007293, GO:0007616, GO:0031023, GO:2000002, GO:0000184, GO:0048477, GO:0007318, GO:0140990, GO:0035194, GO:0070922, GO:0140965
LALB_v3.1_06192	GO:0005576, GO:0005102, GO:0048699, GO:0016055
LALB_v3.1_05948	GO:0005737, GO:0005634, GO:0043539, GO:0035556
LALB_v3.1_06044	GO:0005739, GO:0008442, GO:0051287, GO:0050661, GO:0006574
LALB_v3.1_06044	GO:0005739, GO:0008442, GO:0051287, GO:0050661, GO:0006574
LALB_v3.1_05820	GO:0005737, GO:0005634, GO:0000151, GO:0031624, GO:0061630, GO:0004842, GO:0008270, GO:0032436, GO:0000209, GO:0006511
LALB_v3.1_05933	.
LALB_v3.1_05933	.
LALB_v3.1_05821	GO:0005829, GO:0012505, GO:0016020, GO:0045296, GO:0005085, GO:0043547, GO:0007264
LALB_v3.1_05821	GO:0005829, GO:0012505, GO:0016020, GO:0045296, GO:0005085, GO:0043547, GO:0007264
LALB_v3.1_05821	GO:0005829, GO:0012505, GO:0016020, GO:0045296, GO:0005085, GO:0043547, GO:0007264
LALB_v3.1_05821	GO:0005829, GO:0012505, GO:0016020, GO:0045296, GO:0005085, GO:0043547, GO:0007264
LALB_v3.1_05749	GO:0005886, GO:0004989
LALB_v3.1_05896	.
LALB_v3.1_06165	GO:0003874, GO:0046872, GO:0006729
LALB_v3.1_06272	GO:0005634, GO:0003677, GO:0003755
LALB_v3.1_06197	.
LALB_v3.1_06197	GO:0005634, GO:0003677, GO:0000981
LALB_v3.1_05981	GO:0015629, GO:0030424, GO:0005737, GO:0005829, GO:0005925, GO:0030027, GO:0016020, GO:0001726, GO:0019901, GO:0017124, GO:0007015, GO:0050851, GO:0050853, GO:0007155, GO:0060326, GO:0051301, GO:0016477, GO:0035729, GO:0086100, GO:0007173, GO:0007186, GO:0048012, GO:0008286, GO:0007229, GO:0048011, GO:0048008, GO:0030335, GO:0010595, GO:0042981, GO:0001558, GO:0050852, GO:0007169, GO:0048010
LALB_v3.1_05981	GO:0015629, GO:0030424, GO:0005737, GO:0005829, GO:0005925, GO:0030027, GO:0016020, GO:0001726, GO:0019901, GO:0017124, GO:0007015, GO:0050851, GO:0050853, GO:0007155, GO:0060326, GO:0051301, GO:0016477, GO:0035729, GO:0086100, GO:0007173, GO:0007186, GO:0048012, GO:0008286, GO:0007229, GO:0048011, GO:0048008, GO:0030335, GO:0010595, GO:0042981, GO:0001558, GO:0050852, GO:0007169, GO:0048010
LALB_v3.1_06050	GO:0005829, GO:0005886, GO:0098552, GO:0007155, GO:0035641
LALB_v3.1_06264	GO:0005815, GO:0005509, GO:0016174
LALB_v3.1_05796	GO:0000786, GO:0005634, GO:0003677, GO:0046982, GO:0044877, GO:0030527
LALB_v3.1_06178	GO:0030424, GO:0005911, GO:0005925, GO:0043025, GO:0005886, GO:0005524, GO:0008046, GO:0015026, GO:0004672, GO:0030036, GO:0003401, GO:0016477, GO:0071300, GO:0090103, GO:0060026, GO:0060976, GO:0045198, GO:0001736, GO:0007156, GO:0001822, GO:0060484, GO:0090179, GO:0090263, GO:0010976, GO:0060828, GO:0007165, GO:0050808, GO:0003281, GO:0042060
LALB_v3.1_05980	.
LALB_v3.1_06051	GO:0005829, GO:0005654, GO:0005634, GO:0140954, GO:0140999, GO:0140939, GO:0046872, GO:0000978, GO:0000993, GO:0001162, GO:0071549, GO:0045184, GO:0032259, GO:0014904, GO:0006334, GO:0033138, GO:0045944
LALB_v3.1_06051	GO:0005829, GO:0005654, GO:0005634, GO:0140954, GO:0140999, GO:0140939, GO:0046872, GO:0000978, GO:0000993, GO:0001162, GO:0071549, GO:0045184, GO:0032259, GO:0014904, GO:0006334, GO:0033138, GO:0045944
LALB_v3.1_06249	GO:0030136, GO:0031901, GO:0005768, GO:0005802, GO:1902936, GO:0080025, GO:0007040
LALB_v3.1_05877	GO:0000792, GO:0005654, GO:0005634, GO:0031519, GO:0035102, GO:0003682, GO:0003677, GO:0042393, GO:0042802, GO:0008270, GO:0045892, GO:0007283
LALB_v3.1_05877	GO:0000792, GO:0005654, GO:0005634, GO:0031519, GO:0035102, GO:0003682, GO:0003677, GO:0042393, GO:0042802, GO:0008270, GO:0045892, GO:0007283
LALB_v3.1_05798	GO:0000786, GO:0005634, GO:0003677, GO:0046982, GO:0044877, GO:0030527
LALB_v3.1_06176	GO:0005634, GO:0003677, GO:0000981, GO:0009952, GO:0042706, GO:0045944
LALB_v3.1_06220	GO:0042995, GO:0034451, GO:0005813, GO:0005829, GO:0005654, GO:0031122, GO:0006974, GO:1905515
LALB_v3.1_06007	GO:0015629, GO:0030864, GO:0030027, GO:0005886, GO:0001726, GO:0032587, GO:0003779, GO:0003785, GO:0005096, GO:0005546, GO:0005543, GO:0031267, GO:0030031, GO:0036120, GO:0097581, GO:0061024, GO:0007009
LALB_v3.1_06007	GO:0015629, GO:0005737, GO:0030139, GO:0001726, GO:0003779, GO:0003785, GO:0042802, GO:0005543, GO:0005102, GO:0030036, GO:0034334, GO:0007155, GO:0071498, GO:2001013, GO:0072102, GO:0030035, GO:0050680, GO:0072160, GO:0007009, GO:0032233, GO:0061333, GO:0007169
LALB_v3.1_06007	GO:0015629, GO:0030864, GO:0030027, GO:0005886, GO:0001726, GO:0032587, GO:0003779, GO:0003785, GO:0005096, GO:0005546, GO:0005543, GO:0031267, GO:0030031, GO:0036120, GO:0097581, GO:0061024, GO:0007009
LALB_v3.1_05898	.
LALB_v3.1_06130	GO:0005829, GO:0006730, GO:0019510, GO:0033353
LALB_v3.1_06130	GO:0005829, GO:0006730, GO:0019510, GO:0033353
LALB_v3.1_06130	GO:0005829, GO:0006730, GO:0019510, GO:0033353
LALB_v3.1_06130	GO:0005829, GO:0006730, GO:0019510, GO:0033353
LALB_v3.1_06131	GO:0005886, GO:0043235, GO:0032421, GO:0004725, GO:0016311, GO:0050910, GO:0002244, GO:0042472, GO:0050885, GO:0045598, GO:0060116
LALB_v3.1_05999	GO:0005829, GO:0016829, GO:0008299, GO:0045828
LALB_v3.1_05777	GO:0005737, GO:0016605
LALB_v3.1_06221	GO:0005730, GO:0003677, GO:0003723
LALB_v3.1_08819	GO:0016604, GO:0007049, GO:0043161, GO:0016567
LALB_v3.1_08799	GO:0065010, GO:0005758, GO:0005886, GO:0098552, GO:0043262, GO:0004035, GO:0016887, GO:0005509, GO:0004427, GO:0050187, GO:0052732, GO:0033883, GO:0016462, GO:0030282, GO:0016311, GO:0120162
LALB_v3.1_08727	.
LALB_v3.1_08834	GO:0005737, GO:0005829, GO:0005634, GO:0005886, GO:0005524, GO:0019904, GO:0106310, GO:0004674, GO:0061760, GO:0006915, GO:0071222, GO:0019221, GO:0048262, GO:0009953, GO:0035172, GO:0045087, GO:0035556, GO:0007526, GO:0002804, GO:0035332, GO:0045732, GO:2000060, GO:0046777, GO:0006468, GO:0008063, GO:0007352
LALB_v3.1_08834	GO:0005737, GO:0005829, GO:0005634, GO:0005886, GO:0005524, GO:0019904, GO:0106310, GO:0004674, GO:0061760, GO:0006915, GO:0071222, GO:0019221, GO:0048262, GO:0009953, GO:0035172, GO:0045087, GO:0035556, GO:0007526, GO:0002804, GO:0035332, GO:0045732, GO:2000060, GO:0046777, GO:0006468, GO:0008063, GO:0007352
LALB_v3.1_08802	GO:0106435
LALB_v3.1_08802	GO:0106435
LALB_v3.1_08769	GO:0005576, GO:0106435
LALB_v3.1_08725	.
LALB_v3.1_08825	.
LALB_v3.1_08734	.
LALB_v3.1_08827	GO:0016324, GO:0016323, GO:0005768, GO:0010008, GO:0005542, GO:0015350, GO:0015293
LALB_v3.1_08844	.
LALB_v3.1_08780	.
LALB_v3.1_08781	GO:0044295, GO:0005737, GO:0005868, GO:0005881, GO:0030286, GO:0005794, GO:0030426, GO:0043657, GO:0030027, GO:0005739, GO:0043025, GO:0001917, GO:0099503, GO:0005819, GO:0045505, GO:0031681, GO:0030742, GO:0042802, GO:0044325, GO:0061564, GO:0010659, GO:0051301, GO:0016358, GO:0000132, GO:0006886, GO:0019060, GO:0007018, GO:0070373, GO:0035795, GO:0050768, GO:0048812, GO:0010976, GO:0035022, GO:0051493, GO:0008277, GO:0043087
LALB_v3.1_08744	.
LALB_v3.1_08733	.
LALB_v3.1_08736	.
