CONSERVED_DAEs (including priority assigned genes near DAEs which are active in all 6 populations)																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
.....GO:0051252	BP	regulation of RNA metabolic process	36/182	985/9865	5.13579E-05	6	36	1.981034194	0.021277993	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02559, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05587, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07657, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
....GO:0009889	BP	regulation of biosynthetic process	50/182	1372/9865	1.2157E-06	4	5.00E+01	1.975338801	0.002619105	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05456, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
.....GO:0031326	BP	regulation of cellular biosynthetic process	49/182	1357/9865	2.01977E-06	5	49	1.957230316	3.63E-03	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05456, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
....GO:0048523	BP	negative regulation of cellular process	47/182	1317/9865	4.78775E-06	4	4.70E+01	1.934362145	0.005730408	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00443, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_02017, LALB_v3.1_02515, LALB_v3.1_02558, LALB_v3.1_02566, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04854, LALB_v3.1_04927, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_06107, LALB_v3.1_06345, LALB_v3.1_06567, LALB_v3.1_06817, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07536, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09929, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10682, LALB_v3.1_10723, LALB_v3.1_10907								
...GO:0048583	BP	regulation of response to stimulus	35/182	981/9865	0.000133168	3	35	1.9338587	0.038940129	LALB_v3.1_00112, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01522, LALB_v3.1_01652, LALB_v3.1_02051, LALB_v3.1_02566, LALB_v3.1_04227, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05981, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07536, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09964, LALB_v3.1_10907								
......GO:0010468	BP	regulation of gene expression	45/182	1292/9865	1.81958E-05	7	4.50E+01	1.887885721	0.011411661	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05456, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
.....GO:0010556	BP	regulation of macromolecule biosynthetic process	45/182	1325/9865	3.71117E-05	6	45	1.84086668	0.018171219	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05456, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
...GO:0048519	BP	negative regulation of biological process	47/182	1396/9865	3.4305E-05	3.00E+00	47	1.824896092	0.017596844	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00443, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_02017, LALB_v3.1_02515, LALB_v3.1_02558, LALB_v3.1_02566, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04854, LALB_v3.1_04927, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_06107, LALB_v3.1_06345, LALB_v3.1_06567, LALB_v3.1_06817, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07536, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09929, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10682, LALB_v3.1_10723, LALB_v3.1_10907								
....GO:0048522	BP	positive regulation of cellular process	49/182	1475/9865	2.20762E-05	4	49	1.80065189	0.01251607	LALB_v3.1_00112, LALB_v3.1_00275, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_02051, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02558, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_03393, LALB_v3.1_03612, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04626, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07397, LALB_v3.1_07536, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08682, LALB_v3.1_10723, LALB_v3.1_10907								
....GO:0080090	BP	regulation of primary metabolic process	48/182	1466/9865	5.03567E-05	4	48	1.774732771	0.021277993	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02775, LALB_v3.1_03393, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06817, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
...GO:0050794	BP	regulation of cellular process	95/182	2981/9865	4.81048E-10	3	95	1.727377788	2.59E-06	LALB_v3.1_00112, LALB_v3.1_00165, LALB_v3.1_00275, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01522, LALB_v3.1_01626, LALB_v3.1_01652, LALB_v3.1_02017, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02558, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_02980, LALB_v3.1_03164, LALB_v3.1_03258, LALB_v3.1_03393, LALB_v3.1_03612, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04626, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_04947, LALB_v3.1_05077, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05525, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06567, LALB_v3.1_06817, LALB_v3.1_07003, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07536, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09078, LALB_v3.1_09242, LALB_v3.1_09614, LALB_v3.1_09929, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10682, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10812, LALB_v3.1_10907								
....GO:0051171	BP	regulation of nitrogen compound metabolic process	45/182	1414/9865	0.000162672	4	45	1.724998834	0.038940129	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02775, LALB_v3.1_03393, LALB_v3.1_04022, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06817, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
..GO:0050789	BP	regulation of biological process	100/182	3178/9865	1.96726E-10	2	100	1.705578877	2.11913E-06	LALB_v3.1_00112, LALB_v3.1_00165, LALB_v3.1_00275, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01522, LALB_v3.1_01620, LALB_v3.1_01626, LALB_v3.1_01652, LALB_v3.1_02017, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02558, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_02980, LALB_v3.1_03164, LALB_v3.1_03258, LALB_v3.1_03366, LALB_v3.1_03393, LALB_v3.1_03612, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04626, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_04947, LALB_v3.1_05077, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05525, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06567, LALB_v3.1_06817, LALB_v3.1_07003, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07536, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07921, LALB_v3.1_07925, LALB_v3.1_07928, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08235, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09078, LALB_v3.1_09242, LALB_v3.1_09614, LALB_v3.1_09929, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10617, LALB_v3.1_10682, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10812, LALB_v3.1_10907								
...GO:0019222	BP	regulation of metabolic process	54/182	1718/9865	4.23486E-05	3	54	1.703712469	0.019833874	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_03393, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06817, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
....GO:0031323	BP	regulation of cellular metabolic process	49/182	1576/9865	0.000137454	4	49	1.685254783	0.038940129	LALB_v3.1_00275, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05456, LALB_v3.1_05587, LALB_v3.1_05997, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10907								
...GO:0048518	BP	positive regulation of biological process	50/182	1614/9865	0.000153407	3	50	1.679160369	0.038940129	LALB_v3.1_00112, LALB_v3.1_00165, LALB_v3.1_00275, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_02051, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02558, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_03393, LALB_v3.1_03612, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04626, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07397, LALB_v3.1_07536, LALB_v3.1_07896, LALB_v3.1_07928, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08682, LALB_v3.1_10723, LALB_v3.1_10907								
.GO:0065007	BP	biological regulation	101/182	3322/9865	1.50177E-09	1	101	1.647962964	5.39E-06	LALB_v3.1_00112, LALB_v3.1_00165, LALB_v3.1_00275, LALB_v3.1_00310, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01522, LALB_v3.1_01620, LALB_v3.1_01626, LALB_v3.1_01652, LALB_v3.1_02017, LALB_v3.1_02051, LALB_v3.1_02379, LALB_v3.1_02439, LALB_v3.1_02496, LALB_v3.1_02515, LALB_v3.1_02518, LALB_v3.1_02558, LALB_v3.1_02559, LALB_v3.1_02566, LALB_v3.1_02775, LALB_v3.1_02980, LALB_v3.1_03164, LALB_v3.1_03258, LALB_v3.1_03366, LALB_v3.1_03393, LALB_v3.1_03612, LALB_v3.1_04022, LALB_v3.1_04227, LALB_v3.1_04429, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04626, LALB_v3.1_04854, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_04947, LALB_v3.1_05077, LALB_v3.1_05243, LALB_v3.1_05456, LALB_v3.1_05525, LALB_v3.1_05530, LALB_v3.1_05587, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_06345, LALB_v3.1_06491, LALB_v3.1_06567, LALB_v3.1_06817, LALB_v3.1_07003, LALB_v3.1_07044, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07397, LALB_v3.1_07419, LALB_v3.1_07536, LALB_v3.1_07657, LALB_v3.1_07896, LALB_v3.1_07921, LALB_v3.1_07925, LALB_v3.1_07928, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08235, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_09078, LALB_v3.1_09242, LALB_v3.1_09614, LALB_v3.1_09864, LALB_v3.1_09929, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10546, LALB_v3.1_10617, LALB_v3.1_10682, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10812, LALB_v3.1_10907								
