SOCIAL-BIASED_DAEs (including priority assigned genes near social-biased DAEs)																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
.....GO:0031324	BP	negative regulation of cellular metabolic process	45/350	513/7020	0.00018897	5	45	1.759398496	0.044781349	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10723								
...GO:0048519	BP	negative regulation of biological process	92/350	1049/7020	1.36E-08	3	92	1.759063053	6.77E-05	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00442, LALB_v3.1_00443, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01044, LALB_v3.1_01150, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02807, LALB_v3.1_03215, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04103, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04210, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05930, LALB_v3.1_05988, LALB_v3.1_06023, LALB_v3.1_06082, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06474, LALB_v3.1_06478, LALB_v3.1_06479, LALB_v3.1_06567, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08290, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10323, LALB_v3.1_10402, LALB_v3.1_10544, LALB_v3.1_10682, LALB_v3.1_10723								
..GO:0048869	BP	cellular developmental process	60/350	692/7020	1.31E-05	2	60	1.739058629	0.010010674	LALB_v3.1_00052, LALB_v3.1_00062, LALB_v3.1_00343, LALB_v3.1_00443, LALB_v3.1_00500, LALB_v3.1_00720, LALB_v3.1_00917, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02664, LALB_v3.1_02697, LALB_v3.1_02759, LALB_v3.1_02969, LALB_v3.1_03215, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03776, LALB_v3.1_04126, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07446, LALB_v3.1_07621, LALB_v3.1_07870, LALB_v3.1_07899, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08303, LALB_v3.1_08347, LALB_v3.1_08420, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08976, LALB_v3.1_09511, LALB_v3.1_09633, LALB_v3.1_09988, LALB_v3.1_10184, LALB_v3.1_10682, LALB_v3.1_10777								
..GO:0048856	BP	anatomical structure development	80/350	945/7020	1.09E-06	2	80	1.697959184	0.001359011	LALB_v3.1_00052, LALB_v3.1_00062, LALB_v3.1_00343, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_00893, LALB_v3.1_00898, LALB_v3.1_00917, LALB_v3.1_01512, LALB_v3.1_01515, LALB_v3.1_01673, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02439, LALB_v3.1_02597, LALB_v3.1_02697, LALB_v3.1_02759, LALB_v3.1_02807, LALB_v3.1_02969, LALB_v3.1_03215, LALB_v3.1_03500, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03641, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04927, LALB_v3.1_05121, LALB_v3.1_05275, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06082, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06164, LALB_v3.1_06251, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07083, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07816, LALB_v3.1_07899, LALB_v3.1_07928, LALB_v3.1_07930, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08303, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08809, LALB_v3.1_08947, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09511, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10184, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10682, LALB_v3.1_10777								
...GO:0048583	BP	regulation of response to stimulus	62/350	747/7020	3.79E-05	3	62	1.664716007	0.016348106	LALB_v3.1_00052, LALB_v3.1_00112, LALB_v3.1_00893, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01365, LALB_v3.1_01512, LALB_v3.1_01522, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02051, LALB_v3.1_02527, LALB_v3.1_02662, LALB_v3.1_02759, LALB_v3.1_03215, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_04115, LALB_v3.1_04210, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05546, LALB_v3.1_05930, LALB_v3.1_05981, LALB_v3.1_05988, LALB_v3.1_06033, LALB_v3.1_06143, LALB_v3.1_06251, LALB_v3.1_06479, LALB_v3.1_06806, LALB_v3.1_07299, LALB_v3.1_07376, LALB_v3.1_07446, LALB_v3.1_07455, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_07930, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10402, LALB_v3.1_10771								
...GO:0023051	BP	regulation of signaling	57/350	694/7020	0.000143473	3	57	1.647344586	0.039666312	LALB_v3.1_00052, LALB_v3.1_00056, LALB_v3.1_00112, LALB_v3.1_00893, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01365, LALB_v3.1_01512, LALB_v3.1_01522, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02051, LALB_v3.1_02389, LALB_v3.1_02527, LALB_v3.1_02662, LALB_v3.1_03215, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03776, LALB_v3.1_04115, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05930, LALB_v3.1_05988, LALB_v3.1_06033, LALB_v3.1_06143, LALB_v3.1_06251, LALB_v3.1_06474, LALB_v3.1_06479, LALB_v3.1_07299, LALB_v3.1_07455, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07930, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08279, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08857, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10771								
....GO:0010646	BP	regulation of cell communication	57/350	694/7020	0.000143473	4	57	1.647344586	0.039666312	LALB_v3.1_00052, LALB_v3.1_00056, LALB_v3.1_00112, LALB_v3.1_00893, LALB_v3.1_00988, LALB_v3.1_01150, LALB_v3.1_01365, LALB_v3.1_01512, LALB_v3.1_01522, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02051, LALB_v3.1_02389, LALB_v3.1_02527, LALB_v3.1_02662, LALB_v3.1_03215, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03776, LALB_v3.1_04115, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05930, LALB_v3.1_05988, LALB_v3.1_06033, LALB_v3.1_06143, LALB_v3.1_06251, LALB_v3.1_06474, LALB_v3.1_06479, LALB_v3.1_07299, LALB_v3.1_07455, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07930, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08279, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08857, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10771								
......GO:0010468	BP	regulation of gene expression	75/350	947/7020	2.64E-05	7	75	1.588474883	0.015305557	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02676, LALB_v3.1_02969, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09423, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777								
.GO:0032502	BP	developmental process	106/350	1341/7020	2.77E-07	1	106	1.585426654	0.000689007	LALB_v3.1_00052, LALB_v3.1_00062, LALB_v3.1_00343, LALB_v3.1_00443, LALB_v3.1_00500, LALB_v3.1_00720, LALB_v3.1_00893, LALB_v3.1_00898, LALB_v3.1_00917, LALB_v3.1_01512, LALB_v3.1_01515, LALB_v3.1_01558, LALB_v3.1_01620, LALB_v3.1_01673, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02664, LALB_v3.1_02697, LALB_v3.1_02759, LALB_v3.1_02807, LALB_v3.1_02969, LALB_v3.1_03215, LALB_v3.1_03445, LALB_v3.1_03500, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03641, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_03959, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05121, LALB_v3.1_05275, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05930, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06082, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06164, LALB_v3.1_06251, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06478, LALB_v3.1_06529, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07083, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07376, LALB_v3.1_07446, LALB_v3.1_07455, LALB_v3.1_07621, LALB_v3.1_07816, LALB_v3.1_07862, LALB_v3.1_07870, LALB_v3.1_07899, LALB_v3.1_07918, LALB_v3.1_07928, LALB_v3.1_07930, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08290, LALB_v3.1_08303, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08809, LALB_v3.1_08947, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09490, LALB_v3.1_09511, LALB_v3.1_09633, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10184, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10682, LALB_v3.1_10777								
.....GO:0010556	BP	regulation of macromolecule biosynthetic process	76/350	966/7020	3.05E-05	6	76	1.577994676	0.016003275	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02676, LALB_v3.1_02969, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06033, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09423, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777								
....GO:0009889	BP	regulation of biosynthetic process	78/350	997/7020	2.77E-05	4	78	1.569164637	0.015305557	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02676, LALB_v3.1_02969, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06033, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06251, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09423, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777								
.....GO:0031326	BP	regulation of cellular biosynthetic process	77/350	987/7020	3.62E-05	5	77	1.564741641	0.016348106	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02676, LALB_v3.1_02969, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06033, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09423, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777								
....GO:0080090	BP	regulation of primary metabolic process	83/350	1072/7020	2.40E-05	4	83	1.55293177	0.014905198	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00720, LALB_v3.1_00920, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01907, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02051, LALB_v3.1_02439, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02676, LALB_v3.1_02948, LALB_v3.1_02969, LALB_v3.1_03445, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04210, LALB_v3.1_04317, LALB_v3.1_04451, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_05997, LALB_v3.1_06033, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06164, LALB_v3.1_06251, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06806, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07351, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08149, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08420, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09364, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777								
.GO:0032501	BP	multicellular organismal process	74/350	965/7020	8.91E-05	1	74	1.538060696	0.028596416	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00443, LALB_v3.1_00720, LALB_v3.1_01161, LALB_v3.1_01512, LALB_v3.1_01515, LALB_v3.1_01522, LALB_v3.1_01558, LALB_v3.1_01673, LALB_v3.1_01681, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02389, LALB_v3.1_02543, LALB_v3.1_02675, LALB_v3.1_02697, LALB_v3.1_02969, LALB_v3.1_03307, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03641, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04115, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04524, LALB_v3.1_04554, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05077, LALB_v3.1_05275, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_06082, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06567, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07376, LALB_v3.1_07560, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_07778, LALB_v3.1_07838, LALB_v3.1_07862, LALB_v3.1_07899, LALB_v3.1_07928, LALB_v3.1_08149, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08809, LALB_v3.1_09364, LALB_v3.1_09450, LALB_v3.1_09490, LALB_v3.1_09511, LALB_v3.1_10617, LALB_v3.1_10682, LALB_v3.1_10777								
